10:52 PM,51.1 °F,  -,23.0 °F,33%,30.09 in,10.0 mi,SSW,9.2 mph,  -,N/A,	 ,Overcast
11:52 PM,52.0 °F,  -,25.0 °F,35%,30.07 in,10.0 mi,SW,8.1 mph,  -,N/A,	 ,Overcast
Time (EST),Temp.,Dew Point,Humidity,Pressure,Visibility,Wind Dir,Wind Speed,Gust Speed,Precip,Events,Conditions,
,,,,,,,,,,,,
12:52 AM,52.0 °F,26.1 °F,37%,30.07 in,10.0 mi,SSW,8.1 mph,  -,N/A,	 ,Overcast,
1:52 AM,52.0 °F,26.1 °F,37%,30.07 in,10.0 mi,SW,9.2 mph,  -,N/A,	 ,Overcast,
2:47 AM,51.8 °F,23.0 °F,33%,30.06 in,10.0 mi,SW,6.9 mph,  -,N/A,	 ,Overcast,
2:52 AM,52.0 °F,24.1 °F,34%,30.06 in,10.0 mi,SW,5.8 mph,  -,N/A,	 ,Overcast,
3:43 AM,51.8 °F,33.8 °F,50%,30.05 in,10.0 mi,SSW,6.9 mph,  -,N/A,	 ,Overcast,
3:52 AM,52.0 °F,34.0 °F,50%,30.05 in,9.0 mi,SSW,6.9 mph,  -,0.00 in,Rain,Light Rain,
4:22 AM,51.8 °F,33.8 °F,50%,30.05 in,10.0 mi,SW,4.6 mph,  -,0.00 in,	 ,Overcast,
4:52 AM,50.0 °F,37.9 °F,63%,30.06 in,8.0 mi,SSW,3.5 mph,  -,0.01 in,Rain,Light Rain,
5:52 AM,50.0 °F,36.0 °F,59%,30.06 in,10.0 mi,SE,3.5 mph,  -,0.00 in,	 ,Overcast,
6:52 AM,50.0 °F,37.9 °F,63%,30.07 in,7.0 mi,Calm,Calm,  -,0.00 in,Rain,Light Rain,
7:12 AM,48.2 °F,37.4 °F,66%,30.06 in,10.0 mi,SE,4.6 mph,  -,0.00 in,	 ,Overcast,
7:36 AM,50.0 °F,37.4 °F,62%,30.06 in,10.0 mi,SE,4.6 mph,  -,0.00 in,	 ,Overcast,
7:50 AM,48.2 °F,37.4 °F,66%,30.06 in,10.0 mi,SE,5.8 mph,  -,0.00 in,	 ,Overcast,
7:52 AM,48.9 °F,37.9 °F,66%,30.07 in,10.0 mi,ESE,5.8 mph,  -,0.00 in,	 ,Overcast,
8:00 AM,48.2 °F,37.4 °F,66%,30.07 in,10.0 mi,ESE,4.6 mph,  -,N/A,	 ,Overcast,
8:22 AM,50.0 °F,39.2 °F,66%,30.08 in,10.0 mi,ESE,4.6 mph,  -,N/A,	 ,Overcast,
8:52 AM,50.0 °F,39.0 °F,66%,30.09 in,9.0 mi,Calm,Calm,  -,0.00 in,	 ,Light Drizzle,
9:01 AM,48.2 °F,41.0 °F,76%,30.09 in,6.0 mi,Calm,Calm,  -,0.01 in,Rain,Light Rain,
9:12 AM,48.2 °F,42.8 °F,82%,30.09 in,10.0 mi,East,4.6 mph,  -,0.02 in,Rain,Light Rain,
9:52 AM,48.0 °F,42.1 °F,80%,30.10 in,10.0 mi,East,4.6 mph,  -,0.03 in,	 ,Mostly Cloudy,
9:59 AM,48.2 °F,41.0 °F,76%,30.09 in,10.0 mi,ESE,5.8 mph,  -,N/A,	 ,Mostly Cloudy,
10:52 AM,51.1 °F,43.0 °F,74%,30.10 in,10.0 mi,ESE,3.5 mph,  -,N/A,	 ,Overcast,
11:52 AM,52.0 °F,44.1 °F,74%,30.08 in,9.0 mi,SE,4.6 mph,  -,0.00 in,Rain,Light Rain,
12:52 PM,54.0 °F,48.0 °F,80%,30.06 in,10.0 mi,South,4.6 mph,  -,0.00 in,	 ,Overcast,
1:16 PM,53.6 °F,48.2 °F,82%,30.04 in,9.0 mi,Variable,5.8 mph,  -,N/A,	 ,Overcast,
1:27 PM,53.6 °F,50.0 °F,88%,30.04 in,5.0 mi,South,5.8 mph,  -,0.00 in,Rain,Light Rain,
1:37 PM,53.6 °F,51.8 °F,94%,30.03 in,3.0 mi,SSE,4.6 mph,  -,0.00 in,Rain,Light Rain,
1:52 PM,54.0 °F,51.1 °F,90%,30.03 in,4.0 mi,South,5.8 mph,  -,0.01 in,Rain,Light Rain,
2:13 PM,55.4 °F,51.8 °F,88%,30.02 in,2.0 mi,SSE,6.9 mph,  -,0.00 in,Rain,Light Rain,
2:28 PM,55.4 °F,51.8 °F,88%,30.01 in,2.0 mi,SSE,9.2 mph,  -,0.01 in,	 ,Overcast,
2:52 PM,54.0 °F,51.1 °F,90%,30.01 in,2.0 mi,SSE,6.9 mph,  -,0.01 in,	 ,Overcast,
3:52 PM,55.0 °F,52.0 °F,89%,30.01 in,2.0 mi,South,8.1 mph,  -,0.01 in,Rain,Light Rain,
4:21 PM,55.4 °F,53.6 °F,94%,30.01 in,0.5 mi,South,9.2 mph,  -,0.00 in,Rain,Light Rain,
4:52 PM,55.0 °F,53.1 °F,93%,30.01 in,0.5 mi,South,9.2 mph,  -,0.02 in,Rain,Light Rain,
5:52 PM,55.0 °F,53.1 °F,93%,30.01 in,0.5 mi,SSE,8.1 mph,  -,0.13 in,Rain,Light Rain,
6:19 PM,55.4 °F,53.6 °F,94%,30.01 in,0.5 mi,SSE,9.2 mph,  -,N/A,Rain,Light Rain,
6:52 PM,55.0 °F,53.1 °F,93%,30.02 in,0.5 mi,South,6.9 mph,  -,0.02 in,Rain,Light Rain,
7:52 PM,55.0 °F,53.1 °F,93%,30.01 in,0.5 mi,SE,4.6 mph,  -,0.00 in,Rain,Light Rain,
8:52 PM,55.9 °F,54.0 °F,93%,30.01 in,0.5 mi,South,9.2 mph,  -,0.02 in,	 ,Mist,
9:52 PM,57.0 °F,55.0 °F,93%,30.00 in,0.5 mi,South,9.2 mph,  -,0.00 in,Rain,Light Rain,
10:52 PM,59.0 °F,57.0 °F,93%,29.99 in,0.5 mi,South,10.4 mph,  -,0.01 in,	 ,Overcast,
11:52 PM,61.0 °F,57.9 °F,90%,29.99 in,8.0 mi,SSW,11.5 mph,  -,0.00 in,	 ,Overcast,
Time (EST),Temp.,Dew Point,Humidity,Pressure,Visibility,Wind Dir,Wind Speed,Gust Speed,Precip,Events,Conditions,
,,,,,,,,,,,,
12:52 AM,64.0 °F,60.1 °F,87%,29.97 in,10.0 mi,SW,13.8 mph,20.7 mph,N/A,	 ,Overcast,
1:52 AM,64.0 °F,60.1 °F,87%,29.97 in,7.0 mi,SW,11.5 mph,23.0 mph,N/A,	 ,Overcast,
2:24 AM,62.6 °F,60.8 °F,94%,29.96 in,2.5 mi,SW,17.3 mph,24.2 mph,0.08 in,Rain,Heavy Rain,
2:34 AM,62.6 °F,60.8 °F,94%,29.96 in,8.0 mi,SSW,13.8 mph,  -,0.14 in,Rain,Light Rain,
2:52 AM,63.0 °F,59.0 °F,87%,29.96 in,4.0 mi,WSW,11.5 mph,19.6 mph,0.22 in,Rain,Rain,
3:52 AM,63.0 °F,59.0 °F,87%,29.94 in,10.0 mi,SW,15.0 mph,23.0 mph,0.02 in,	 ,Overcast,
4:52 AM,63.0 °F,59.0 °F,87%,29.93 in,10.0 mi,SW,11.5 mph,21.9 mph,N/A,	 ,Overcast,
4:59 AM,62.6 °F,59.0 °F,88%,29.93 in,6.0 mi,SSW,17.3 mph,25.3 mph,N/A,	 ,Overcast,
5:52 AM,63.0 °F,59.0 °F,87%,29.93 in,10.0 mi,SW,13.8 mph,  -,0.00 in,Rain,Light Rain,
6:45 AM,62.6 °F,59.0 °F,88%,29.93 in,7.0 mi,SW,11.5 mph,  -,0.02 in,Rain,Light Rain,
6:52 AM,62.1 °F,59.0 °F,90%,29.93 in,7.0 mi,SSW,10.4 mph,  -,0.03 in,Rain,Light Rain,
7:52 AM,61.0 °F,57.9 °F,90%,29.93 in,6.0 mi,SSW,10.4 mph,  -,0.11 in,Rain,Light Rain,
8:09 AM,62.6 °F,57.2 °F,82%,29.94 in,6.0 mi,SW,9.2 mph,  -,0.01 in,Thunderstorm,Overcast,
8:19 AM,62.6 °F,57.2 °F,82%,29.95 in,6.0 mi,WSW,10.4 mph,  -,0.01 in,Thunderstorm,Overcast,
8:32 AM,62.6 °F,57.2 °F,82%,29.97 in,6.0 mi,NW,9.2 mph,  -,0.01 in,Thunderstorm,Overcast,
8:37 AM,60.8 °F,55.4 °F,82%,29.96 in,1.8 mi,WNW,16.1 mph,28.8 mph,0.10 in,"Rain
	,
Thunderstorm",Heavy Thunderstorms and Rain,
8:47 AM,59.0 °F,55.4 °F,88%,29.95 in,2.0 mi,West,15.0 mph,24.2 mph,0.17 in,"Rain
	,
Thunderstorm",Heavy Thunderstorms and Rain,
8:52 AM,59.0 °F,55.0 °F,87%,29.94 in,1.5 mi,West,11.5 mph,24.2 mph,0.29 in,"Rain
	,
Thunderstorm",Heavy Thunderstorms and Rain,
9:00 AM,59.0 °F,55.4 °F,88%,29.95 in,1.8 mi,West,8.1 mph,  -,0.06 in,"Rain
	,
Thunderstorm",Heavy Thunderstorms and Rain,
9:11 AM,59.0 °F,55.4 °F,88%,29.94 in,3.0 mi,Variable,6.9 mph,  -,0.18 in,"Rain
	,
Thunderstorm",Light Thunderstorms and Rain,
9:26 AM,60.8 °F,57.2 °F,88%,29.94 in,2.0 mi,SSW,10.4 mph,18.4 mph,0.24 in,"Rain
	,
Thunderstorm",Heavy Thunderstorms and Rain,
9:31 AM,60.8 °F,57.2 °F,88%,29.94 in,2.0 mi,SSW,11.5 mph,18.4 mph,0.26 in,"Rain
	,
Thunderstorm",Thunderstorms and Rain,
9:36 AM,62.6 °F,57.2 °F,82%,29.94 in,1.8 mi,SSW,10.4 mph,18.4 mph,0.29 in,Rain,Rain,
9:43 AM,60.8 °F,57.2 °F,88%,29.94 in,2.0 mi,SSW,6.9 mph,  -,0.35 in,Rain,Light Rain,
9:45 AM,60.8 °F,57.2 °F,88%,29.94 in,3.0 mi,SSW,9.2 mph,  -,0.35 in,Rain,Light Rain,
9:47 AM,60.8 °F,57.2 °F,88%,29.94 in,5.0 mi,SSW,8.1 mph,  -,0.35 in,Rain,Light Rain,
9:52 AM,61.0 °F,57.9 °F,90%,29.94 in,5.0 mi,SW,8.1 mph,  -,0.36 in,Rain,Rain,
10:19 AM,62.6 °F,59.0 °F,88%,29.94 in,10.0 mi,SSW,10.4 mph,  -,0.01 in,	 ,Overcast,
10:30 AM,62.6 °F,59.0 °F,88%,29.93 in,10.0 mi,SSW,10.4 mph,  -,0.01 in,Thunderstorm,Thunderstorm,
10:52 AM,63.0 °F,59.0 °F,87%,29.94 in,9.0 mi,SW,5.8 mph,  -,0.02 in,"Rain
	,
Thunderstorm",Light Thunderstorms and Rain,
11:37 AM,60.8 °F,57.2 °F,88%,29.93 in,1.8 mi,SSW,18.4 mph,29.9 mph,0.11 in,"Rain
	,
Thunderstorm",Heavy Thunderstorms and Rain,
11:52 AM,59.0 °F,55.0 °F,87%,29.92 in,1.2 mi,WSW,11.5 mph,21.9 mph,0.37 in,"Rain
	,
Thunderstorm",Heavy Thunderstorms and Rain,
12:02 PM,60.8 °F,55.4 °F,82%,29.94 in,1.0 mi,WSW,15.0 mph,21.9 mph,0.13 in,"Rain
	,
Thunderstorm",Heavy Thunderstorms and Rain,
12:11 PM,59.0 °F,55.4 °F,88%,29.94 in,2.5 mi,NW,11.5 mph,  -,0.19 in,"Rain
	,
Thunderstorm",Heavy Thunderstorms and Rain,
12:18 PM,59.0 °F,57.2 °F,94%,29.95 in,1.5 mi,WNW,9.2 mph,  -,0.27 in,"Rain
	,
Thunderstorm",Heavy Thunderstorms and Rain,
12:38 PM,59.0 °F,55.4 °F,88%,29.92 in,2.5 mi,West,5.8 mph,  -,0.46 in,"Rain
	,
Thunderstorm",Thunderstorms and Rain,
12:45 PM,59.0 °F,55.4 °F,88%,29.91 in,5.0 mi,SW,3.5 mph,  -,0.48 in,"Rain
	,
Thunderstorm",Light Thunderstorms and Rain,
12:52 PM,59.0 °F,55.9 °F,90%,29.90 in,6.0 mi,WSW,4.6 mph,  -,0.49 in,Rain,Light Rain,
1:32 PM,57.2 °F,55.4 °F,94%,29.92 in,10.0 mi,NW,6.9 mph,  -,0.01 in,Rain,Light Rain,
1:40 PM,57.2 °F,55.4 °F,94%,29.92 in,10.0 mi,West,6.9 mph,  -,0.02 in,Rain,Light Rain,
1:52 PM,59.0 °F,55.9 °F,90%,29.91 in,4.0 mi,WNW,6.9 mph,  -,0.04 in,Rain,Light Rain,
2:52 PM,61.0 °F,57.0 °F,87%,29.90 in,10.0 mi,SW,4.6 mph,  -,0.02 in,	 ,Mostly Cloudy,
2:59 PM,60.8 °F,57.2 °F,88%,29.91 in,10.0 mi,WSW,5.8 mph,  -,N/A,	 ,Scattered Clouds,
3:31 PM,62.6 °F,57.2 °F,82%,29.92 in,10.0 mi,WSW,8.1 mph,  -,N/A,	 ,Mostly Cloudy,
3:52 PM,62.1 °F,57.0 °F,84%,29.92 in,10.0 mi,West,9.2 mph,  -,N/A,	 ,Overcast,
4:03 PM,62.6 °F,57.2 °F,82%,29.93 in,10.0 mi,West,6.9 mph,  -,N/A,	 ,Mostly Cloudy,
4:34 PM,62.6 °F,57.2 °F,82%,29.93 in,10.0 mi,NW,6.9 mph,  -,N/A,	 ,Scattered Clouds,
4:52 PM,61.0 °F,57.0 °F,87%,29.92 in,10.0 mi,WNW,4.6 mph,  -,N/A,	 ,Scattered Clouds,
5:52 PM,61.0 °F,55.0 °F,81%,29.94 in,10.0 mi,NNW,8.1 mph,  -,N/A,	 ,Scattered Clouds,
6:52 PM,59.0 °F,53.1 °F,81%,29.97 in,10.0 mi,WNW,5.8 mph,  -,N/A,	 ,Partly Cloudy,
7:52 PM,57.0 °F,53.1 °F,87%,30.01 in,10.0 mi,Variable,3.5 mph,  -,N/A,	 ,Partly Cloudy,
8:52 PM,55.9 °F,52.0 °F,87%,30.02 in,10.0 mi,NW,4.6 mph,  -,N/A,	 ,Partly Cloudy,
9:52 PM,55.0 °F,52.0 °F,89%,30.03 in,10.0 mi,NNW,5.8 mph,  -,N/A,	 ,Partly Cloudy,
10:33 PM,53.6 °F,51.8 °F,94%,30.04 in,8.0 mi,NNW,4.6 mph,  -,N/A,	 ,Partly Cloudy,
10:52 PM,53.1 °F,50.0 °F,89%,30.04 in,8.0 mi,NNW,3.5 mph,  -,N/A,	 ,Partly Cloudy,
11:50 PM,51.8 °F,48.2 °F,88%,30.05 in,6.0 mi,North,5.8 mph,  -,N/A,	 ,Mostly Cloudy,
11:52 PM,51.1 °F,48.9 °F,92%,30.05 in,6.0 mi,North,5.8 mph,  -,N/A,	 ,Mostly Cloudy,
11:58 PM,50.0 °F,48.2 °F,94%,30.05 in,2.5 mi,NNE,4.6 mph,  -,N/A,	 ,Mostly Cloudy,
Time (EST),Temp.,Windchill,Dew Point,Humidity,Pressure,Visibility,Wind Dir,Wind Speed,Gust Speed,Precip,Events,Conditions
,,,,,,,,,,,,
12:02 AM,51.8 °F,  -,48.2 °F,88%,30.05 in,2.5 mi,NNE,4.6 mph,  -,N/A,	 ,Mostly Cloudy
12:38 AM,51.8 °F,  -,48.2 °F,88%,30.05 in,0.5 mi,NNE,4.6 mph,  -,N/A,	 ,Overcast
12:52 AM,51.1 °F,  -,48.9 °F,92%,30.06 in,0.5 mi,Calm,Calm,  -,N/A,	 ,Overcast
1:10 AM,51.8 °F,  -,48.2 °F,88%,30.06 in,2.0 mi,Calm,Calm,  -,N/A,	 ,Overcast
1:21 AM,51.8 °F,  -,48.2 °F,88%,30.06 in,1.2 mi,Calm,Calm,  -,N/A,	 ,Overcast
1:35 AM,51.8 °F,  -,48.2 °F,88%,30.07 in,2.0 mi,North,3.5 mph,  -,N/A,	 ,Overcast
1:44 AM,51.8 °F,  -,48.2 °F,88%,30.07 in,1.8 mi,NNW,4.6 mph,  -,N/A,	 ,Overcast
1:52 AM,51.1 °F,  -,48.9 °F,92%,30.07 in,1.5 mi,North,5.8 mph,  -,N/A,	 ,Overcast
2:09 AM,51.8 °F,  -,48.2 °F,88%,30.07 in,3.0 mi,North,5.8 mph,  -,N/A,	 ,Overcast
2:48 AM,51.8 °F,  -,48.2 °F,88%,30.07 in,5.0 mi,NNE,5.8 mph,  -,N/A,	 ,Mostly Cloudy
2:52 AM,52.0 °F,  -,48.9 °F,89%,30.07 in,5.0 mi,NNE,6.9 mph,  -,N/A,	 ,Mostly Cloudy
3:52 AM,52.0 °F,  -,48.0 °F,86%,30.08 in,6.0 mi,NE,5.8 mph,  -,N/A,	 ,Mostly Cloudy
4:52 AM,51.1 °F,  -,48.0 °F,89%,30.07 in,6.0 mi,NE,4.6 mph,  -,N/A,	 ,Overcast
5:12 AM,51.8 °F,  -,48.2 °F,88%,30.08 in,6.0 mi,NE,8.1 mph,  -,N/A,	 ,Overcast
5:42 AM,51.8 °F,  -,48.2 °F,88%,30.09 in,3.0 mi,ENE,8.1 mph,  -,N/A,	 ,Overcast
5:52 AM,51.1 °F,  -,48.0 °F,89%,30.08 in,3.0 mi,ENE,8.1 mph,  -,N/A,	 ,Overcast
6:24 AM,51.8 °F,  -,48.2 °F,88%,30.10 in,0.2 mi,ENE,10.4 mph,  -,N/A,	 ,Overcast
6:52 AM,51.8 °F,  -,48.2 °F,88%,30.10 in,0.2 mi,East,11.5 mph,  -,N/A,	 ,Overcast
7:52 AM,52.0 °F,  -,50.0 °F,93%,30.12 in,0.2 mi,East,8.1 mph,  -,N/A,	 ,Overcast
8:52 AM,53.1 °F,  -,51.1 °F,93%,30.14 in,0.2 mi,East,9.2 mph,  -,N/A,Fog,Fog
9:52 AM,53.1 °F,  -,51.1 °F,93%,30.16 in,0.2 mi,ESE,12.7 mph,  -,N/A,	 ,Overcast
10:52 AM,53.6 °F,  -,51.8 °F,94%,30.17 in,0.2 mi,East,11.5 mph,17.3 mph,N/A,	 ,Overcast
11:01 AM,53.6 °F,  -,51.8 °F,94%,30.17 in,1.0 mi,ESE,9.2 mph,  -,N/A,	 ,Overcast
11:52 AM,55.0 °F,  -,52.0 °F,89%,30.17 in,1.0 mi,East,11.5 mph,  -,N/A,	 ,Overcast
12:52 PM,55.9 °F,  -,52.0 °F,87%,30.14 in,0.5 mi,East,10.4 mph,  -,N/A,	 ,Overcast
1:52 PM,55.0 °F,  -,53.1 °F,93%,30.13 in,0.5 mi,ESE,11.5 mph,18.4 mph,N/A,	 ,Overcast
2:52 PM,54.0 °F,  -,51.1 °F,90%,30.13 in,0.5 mi,East,18.4 mph,  -,0.00 in,Rain,Light Rain
3:25 PM,53.6 °F,  -,51.8 °F,94%,30.13 in,0.5 mi,East,11.5 mph,20.7 mph,0.01 in,	 ,Overcast
3:52 PM,52.0 °F,  -,50.0 °F,93%,30.14 in,0.5 mi,East,13.8 mph,  -,0.01 in,	 ,Overcast
4:52 PM,51.1 °F,  -,48.0 °F,89%,30.15 in,0.5 mi,East,13.8 mph,  -,N/A,	 ,Overcast
5:15 PM,51.8 °F,  -,48.2 °F,88%,30.14 in,0.5 mi,East,16.1 mph,  -,0.00 in,	 ,Light Drizzle
5:52 PM,48.9 °F,  -,46.0 °F,90%,30.16 in,0.5 mi,East,15.0 mph,  -,0.00 in,	 ,Light Drizzle
6:52 PM,48.0 °F,  -,45.0 °F,89%,30.17 in,0.5 mi,East,13.8 mph,  -,0.00 in,	 ,Light Drizzle
7:52 PM,46.0 °F,40.6 °F,44.1 °F,93%,30.17 in,0.5 mi,East,11.5 mph,  -,0.00 in,	 ,Light Drizzle
8:52 PM,45.0 °F,39.3 °F,43.0 °F,93%,30.17 in,0.5 mi,East,11.5 mph,  -,0.00 in,	 ,Overcast
9:52 PM,45.0 °F,38.5 °F,43.0 °F,93%,30.17 in,0.5 mi,East,13.8 mph,  -,0.00 in,Rain,Light Rain
10:52 PM,45.0 °F,39.3 °F,43.0 °F,93%,30.16 in,0.5 mi,ESE,11.5 mph,  -,0.04 in,Rain,Light Rain
11:52 PM,44.1 °F,37.1 °F,42.1 °F,93%,30.13 in,0.5 mi,ESE,15.0 mph,  -,0.03 in,	 ,Light Drizzle
Time (EST),Temp.,Windchill,Dew Point,Humidity,Pressure,Visibility,Wind Dir,Wind Speed,Gust Speed,Precip,Events,Conditions
,,,,,,,,,,,,
12:31 AM,44.6 °F,37.8 °F,42.8 °F,93%,30.10 in,0.0 mi,ESE,15.0 mph,19.6 mph,0.00 in,Fog,Fog
12:52 AM,44.1 °F,38.1 °F,42.1 °F,93%,30.10 in,0.0 mi,ESE,11.5 mph,  -,0.00 in,Fog,Fog
1:52 AM,44.1 °F,37.1 °F,42.1 °F,93%,30.09 in,0.0 mi,East,15.0 mph,20.7 mph,0.01 in,Fog,Light Drizzle
2:52 AM,45.0 °F,39.7 °F,43.0 °F,93%,30.07 in,0.0 mi,ESE,10.4 mph,20.7 mph,0.00 in,	 ,Light Drizzle
3:52 AM,45.0 °F,40.6 °F,43.0 °F,93%,30.09 in,0.0 mi,ESE,8.1 mph,  -,0.01 in,	 ,Light Drizzle
4:52 AM,45.0 °F,39.7 °F,43.0 °F,93%,30.06 in,0.0 mi,ESE,10.4 mph,18.4 mph,0.00 in,	 ,Light Drizzle
4:57 AM,44.6 °F,38.8 °F,42.8 °F,93%,30.05 in,0.5 mi,ESE,11.5 mph,  -,0.00 in,	 ,Light Drizzle
5:52 AM,45.0 °F,38.5 °F,43.0 °F,93%,30.04 in,0.5 mi,ESE,13.8 mph,20.7 mph,0.00 in,	 ,Light Drizzle
6:52 AM,46.0 °F,41.0 °F,45.0 °F,96%,30.03 in,0.5 mi,SE,10.4 mph,  -,0.00 in,	 ,Light Drizzle
7:52 AM,48.9 °F,  -,46.9 °F,93%,30.01 in,0.5 mi,SE,10.4 mph,  -,0.04 in,Rain,Light Rain
8:52 AM,51.1 °F,  -,48.9 °F,92%,30.01 in,0.5 mi,SE,9.2 mph,  -,0.06 in,Rain,Light Rain
9:52 AM,52.0 °F,  -,50.0 °F,93%,30.00 in,0.5 mi,SE,12.7 mph,19.6 mph,0.08 in,Rain,Rain
10:12 AM,53.6 °F,  -,51.8 °F,94%,30.01 in,0.5 mi,SSE,11.5 mph,17.3 mph,0.05 in,"Rain
	,
Thunderstorm",Light Thunderstorms and Rain
10:32 AM,55.4 °F,  -,53.6 °F,94%,30.06 in,0.5 mi,NW,13.8 mph,  -,0.12 in,"Rain
	,
Thunderstorm",Thunderstorms and Rain
10:48 AM,53.6 °F,  -,51.8 °F,94%,30.06 in,0.5 mi,Variable,3.5 mph,17.3 mph,0.36 in,"Fog
	,
Rain
	,
Thunderstorm",Heavy Thunderstorms and Rain
10:52 AM,53.1 °F,  -,51.1 °F,93%,30.08 in,0.5 mi,Calm,Calm,  -,0.47 in,"Rain
	,
Thunderstorm",Light Thunderstorms and Rain
10:59 AM,53.6 °F,  -,51.8 °F,94%,30.06 in,0.5 mi,ENE,6.9 mph,  -,N/A,"Rain
	,
Thunderstorm",Light Thunderstorms and Rain
11:03 AM,53.6 °F,  -,50.0 °F,88%,30.05 in,2.5 mi,ENE,8.1 mph,  -,0.27 in,"Rain
	,
Thunderstorm",Light Thunderstorms and Rain
11:20 AM,53.6 °F,  -,51.8 °F,94%,30.05 in,2.5 mi,NE,9.2 mph,  -,0.29 in,Rain,Light Rain
11:44 AM,53.6 °F,  -,50.0 °F,88%,30.05 in,2.5 mi,NE,8.1 mph,  -,0.29 in,Rain,Light Rain
11:52 AM,53.1 °F,  -,51.1 °F,93%,30.06 in,2.5 mi,ENE,9.2 mph,  -,0.31 in,Rain,Rain
12:01 PM,53.6 °F,  -,51.8 °F,94%,30.04 in,1.0 mi,ESE,9.2 mph,  -,N/A,Rain,Light Rain
12:32 PM,53.6 °F,  -,51.8 °F,94%,30.01 in,1.0 mi,ESE,9.2 mph,  -,0.02 in,	 ,Overcast
12:48 PM,53.6 °F,  -,51.8 °F,94%,30.01 in,1.0 mi,SE,5.8 mph,  -,0.02 in,	 ,Overcast
12:52 PM,53.6 °F,  -,51.8 °F,94%,30.01 in,1.0 mi,SE,5.8 mph,  -,N/A,	 ,Overcast
1:52 PM,57.0 °F,  -,54.0 °F,89%,29.99 in,1.0 mi,SE,5.8 mph,  -,N/A,	 ,Overcast
2:18 PM,57.2 °F,  -,55.4 °F,94%,29.98 in,2.0 mi,ESE,4.6 mph,  -,N/A,	 ,Overcast
2:48 PM,59.0 °F,  -,55.4 °F,88%,29.98 in,6.0 mi,ESE,3.5 mph,  -,N/A,	 ,Overcast
2:52 PM,59.0 °F,  -,55.9 °F,90%,29.98 in,6.0 mi,SE,4.6 mph,  -,N/A,	 ,Overcast
3:52 PM,60.1 °F,  -,55.0 °F,83%,29.98 in,10.0 mi,SSW,5.8 mph,  -,N/A,	 ,Mostly Cloudy
4:52 PM,60.1 °F,  -,54.0 °F,80%,30.00 in,10.0 mi,South,5.8 mph,  -,N/A,	 ,Mostly Cloudy
5:52 PM,57.0 °F,  -,53.1 °F,87%,30.01 in,10.0 mi,South,4.6 mph,  -,N/A,	 ,Mostly Cloudy
6:52 PM,55.9 °F,  -,53.1 °F,90%,30.01 in,10.0 mi,SSE,3.5 mph,  -,N/A,	 ,Mostly Cloudy
7:52 PM,55.9 °F,  -,53.1 °F,90%,30.02 in,10.0 mi,SE,3.5 mph,  -,N/A,	 ,Mostly Cloudy
8:52 PM,55.0 °F,  -,52.0 °F,89%,30.03 in,9.0 mi,SSE,3.5 mph,  -,N/A,	 ,Mostly Cloudy
9:22 PM,53.6 °F,  -,51.8 °F,94%,30.04 in,6.0 mi,Calm,Calm,  -,N/A,Fog,Patches of Fog
9:52 PM,53.1 °F,  -,51.1 °F,93%,30.05 in,5.0 mi,Calm,Calm,  -,N/A,Fog,Patches of Fog
10:04 PM,51.8 °F,  -,50.0 °F,94%,30.05 in,2.0 mi,Calm,Calm,  -,N/A,	 ,Mostly Cloudy
10:20 PM,51.8 °F,  -,50.0 °F,94%,30.05 in,2.0 mi,Calm,Calm,  -,N/A,	 ,Mostly Cloudy
10:27 PM,51.8 °F,  -,50.0 °F,94%,30.06 in,2.0 mi,Calm,Calm,  -,N/A,	 ,Mostly Cloudy
10:45 PM,51.8 °F,  -,48.2 °F,88%,30.05 in,2.0 mi,Calm,Calm,  -,N/A,Fog,Patches of Fog
10:52 PM,51.1 °F,  -,48.9 °F,92%,30.06 in,2.0 mi,Calm,Calm,  -,N/A,Fog,Patches of Fog
11:25 PM,48.2 °F,  -,46.4 °F,93%,30.06 in,1.0 mi,Calm,Calm,  -,N/A,	 ,Mostly Cloudy
11:52 PM,48.0 °F,  -,46.0 °F,93%,30.06 in,0.5 mi,Calm,Calm,  -,N/A,Fog,Fog
Time (EST),Temp.,Windchill,Dew Point,Humidity,Pressure,Visibility,Wind Dir,Wind Speed,Gust Speed,Precip,Events,Conditions
,,,,,,,,,,,,
12:36 AM,51.8 °F,  -,51.8 °F,100%,30.06 in,0.5 mi,West,8.1 mph,  -,N/A,Fog,Fog
12:40 AM,51.8 °F,  -,51.8 °F,100%,30.06 in,0.1 mi,West,8.1 mph,  -,N/A,Fog,Fog
12:52 AM,52.0 °F,  -,51.1 °F,97%,30.07 in,0.1 mi,West,9.2 mph,  -,0.00 in,	 ,Light Drizzle
1:52 AM,52.0 °F,  -,51.1 °F,97%,30.08 in,0.1 mi,West,5.8 mph,  -,0.00 in,Fog,Light Drizzle
2:52 AM,52.0 °F,  -,50.0 °F,93%,30.09 in,0.1 mi,WNW,5.8 mph,  -,0.00 in,	 ,Light Drizzle
3:52 AM,50.0 °F,  -,48.0 °F,93%,30.10 in,0.1 mi,WNW,5.8 mph,  -,0.00 in,Fog,Fog
4:39 AM,48.2 °F,  -,46.4 °F,93%,30.10 in,7.0 mi,WNW,5.8 mph,  -,N/A,	 ,Partly Cloudy
4:52 AM,48.0 °F,  -,46.0 °F,93%,30.10 in,9.0 mi,WNW,5.8 mph,  -,N/A,	 ,Clear
